input	country	location	status	place_id_count	place_id	description	place_id	lat	lng	international_phone_number	formatted_phone_number	name	rating	website	url	formatted_address	vicinity
BV Binh Chanh	vn	Vietnam	OK	1	ChIJvf6p-W8ydTERsVs7OSJTQJQ	Bệnh Viện Huyện Bình Chánh, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJvf6p-W8ydTERsVs7OSJTQJQ	10.6964886	106.5939693	-	-	Bệnh Viện Huyện Bình Chánh	3.7	http://binhchanhhospital.com.vn/	https://maps.google.com/?cid=10682629722577001393	Nguyễn Hữu Trí, Tân Túc, Bình Chánh, Hồ Chí Minh, Vietnam	Nguyễn Hữu Trí, Tân Túc
BV C Da Nang	vn	Vietnam	OK	1	ChIJ5c9tADcYQjERjK0-1pe2Lr8	Bệnh viện C Đà Nẵng, Hải Phòng, Da Nang, Vietnam	ChIJ5c9tADcYQjERjK0-1pe2Lr8	16.0723396	108.2167358	+84 236 3821 480	0236 3821 480	Bệnh viện C Đà Nẵng	4.1	http://bvcdn.org.vn/	https://maps.google.com/?cid=13776149073423674764	122 Hải Phòng, Thạch Thang, Hải Châu, Đà Nẵng, Vietnam	122 Hải Phòng, Thạch Thang
BV Ca Mau	vn	Vietnam	OK	1	ChIJgUywZ4R2CjER0CUr_YBEqhQ	Bureau Veritas, Thới Thuận, Cà Mau, Vietnam	ChIJgUywZ4R2CjER0CUr_YBEqhQ	10.2943081	105.511651	-	-	Bureau Veritas	-	-	https://maps.google.com/?cid=1489077947593336272	Thới Thuận, Thốt Nốt, Cần Thơ, Vietnam	Thới Thuận
BV Can Giuoc	vn	Vietnam	OK	1	ChIJKRdGiNg2dTERjQgEh2rj5_Q	BỆNH VIỆN ĐA KHOA CẦN GIUỘC, TT. Cần Giuộc, Long An Province, Vietnam	ChIJKRdGiNg2dTERjQgEh2rj5_Q	10.6027015	106.6754204	+84 72 3874 213	072 3874 213	BỆNH VIỆN ĐA KHOA CẦN GIUỘC	5	http://benhviencangiuoc.com/	https://maps.google.com/?cid=17647323711545804941	2 Nguyễn Thị Bẹ, huyện Cần Giuộc, tỉnh Long An, Cần Giuộc, Long An, Vietnam	2 Nguyễn Thị Bẹ, huyện Cần Giuộc, tỉnh Long An
BV DHY Ha Noi	vn	Vietnam	OK	1	ChIJJ7i6xX2sNTERKFjcoYDYdsA	Bệnh viện Đại học Y Hà Nội, Tôn Thất Tùng, Hanoi, Vietnam	ChIJJ7i6xX2sNTERKFjcoYDYdsA	21.002226	105.8300301	+84 4 3574 7788	04 3574 7788	Hanoi Medical University Hospital	4.2	http://www.hmuh.vn/	https://maps.google.com/?cid=13868510149517006888	1 Tôn Thất Tùng, Trung Tự, Đống Đa, Hà Nội, Vietnam	1 Tôn Thất Tùng, Trung Tự
BV DK Long An	vn	Vietnam	OK	1	ChIJ____Pxi2CjER3CGv32u9JHY	Bệnh viện Đa khoa Long An, Tân An, Long An Province, Vietnam	ChIJ____Pxi2CjER3CGv32u9JHY	10.5327197	106.4261931	+84 72 3826 330	072 3826 330	Bệnh viện Đa khoa Long An	2.9	http://bvdkla.longan.gov.vn/	https://maps.google.com/?cid=8513137466649027036	827, Tp. Tân An, Long An, Vietnam	827, Thành phố Tân An
BV Da Khoa Tinh Dak Lak	vn	Vietnam	OK	1	ChIJZzs8Q4QdcjERSRysByAeIOw	Bệnh Viện Đa Khoa Tỉnh Đaklak, Mai Hắc Đế, Buon Ma Thuot, Đắk Lắk Province, Vietnam	ChIJZzs8Q4QdcjERSRysByAeIOw	12.6727678	108.0395426	+84 500 3810 520	0500 3810 520	Daklak General Hospital	3.7	http://benhviendaklak.org.vn/	https://maps.google.com/?cid=17014632515122240585	2 Mai Hắc Đế, Tân Thành, Tp. Buôn Ma Thuột, Đắk Lắk, Vietnam	2 Mai Hắc Đế, Tân Thành, Thành phố Buôn Ma Thuột
BV Da Nang	vn	Vietnam	OK	2	ChIJ5c9tADcYQjERjK0-1pe2Lr8	Bệnh viện C Đà Nẵng, Hải Phòng, Da Nang, Vietnam	ChIJ5c9tADcYQjERjK0-1pe2Lr8	16.0723396	108.2167358	+84 236 3821 480	0236 3821 480	Bệnh viện C Đà Nẵng	4.1	http://bvcdn.org.vn/	https://maps.google.com/?cid=13776149073423674764	122 Hải Phòng, Thạch Thang, Hải Châu, Đà Nẵng, Vietnam	122 Hải Phòng, Thạch Thang
BV E TƯ	vn	Vietnam	OK	1	ChIJSZVZ8S6rNTERos-ogweQC7s	Bệnh viện E, Trần Cung, Nghĩa Tân, Từ Liêm, Hanoi, Vietnam	ChIJSZVZ8S6rNTERos-ogweQC7s	21.0505154	105.7886814	+84 4 3754 3832	04 3754 3832	E Hospital	3.8	http://www.ehospital.vn/	https://maps.google.com/?cid=13478024671784390562	89 Trần Cung, Nghĩa Tân, Cầu Giấy, Hà Nội, Vietnam	89 Trần Cung, Nghĩa Tân
BV Gia Dinh	vn	Vietnam	OK	5	ChIJRS7ks0cvdTER-pR6NEm-xaU	Bottega Veneta Ho Chi Minh Union Square, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJRS7ks0cvdTER-pR6NEm-xaU	10.776369	106.702488	+84 8 3827 5479	08 3827 5479	Bottega Veneta Ho Chi Minh Union Square	3.8	http://www.bottegaveneta.com/	https://maps.google.com/?cid=11945162808292447482	L1-09 Union Square 171 Dong Khoi District 1, Hoan Kiem district, Ho Chi Minh, Hồ Chí Minh, Vietnam	L1-09 Union Square 171 Dong Khoi District 1, Hoan Kiem district
BV Gia Dinh	vn	Vietnam	OK	5	ChIJXzepY8YodTEREP_Lm5GDJjQ	Bệnh viện Nhân Dân Gia Định, Nơ Trang Long, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJXzepY8YodTEREP_Lm5GDJjQ	10.8033799	106.693974	+84 8 3551 0104	08 3551 0104	Bệnh viện Nhân Dân Gia Định - Gia Dinh People Hospital	4.1	http://www.bvndgiadinh.org.vn/	https://maps.google.com/?cid=3757835600494591760	1 Nơ Trang Long, phường 12, Bình Thạnh, Hồ Chí Minh, Vietnam	1 Nơ Trang Long, phường 12, Hồ Chí Minh
BV Gia Dinh	vn	Vietnam	OK	5	ChIJbVivuL4ZQjERuxTNCT0vc8I	Bệnh viện Đa khoa Gia Đình, Nguyễn Hữu Thọ, Da Nang, Vietnam	ChIJbVivuL4ZQjERuxTNCT0vc8I	16.0539666	108.209158	+84 236 3632 111	0236 3632 111	Family Hospital	4.1	http://familyhospital.vn/	https://maps.google.com/?cid=14011594804883690683	Q., 73 Nguyễn Hữu Thọ, Hòa Thuận Tây, Hải Châu, Đà Nẵng, Vietnam	Q., 73 Nguyễn Hữu Thọ, Hòa Thuận Tây
BV Gia Dinh	vn	Vietnam	OK	5	ChIJcS-bNfAudTER-i6gyEOHIrE	BV Hùng Vương, Hồng Bàng, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJcS-bNfAudTER-i6gyEOHIrE	10.7558492	106.6617526	+84 8 3864 2750	08 3864 2750	Bệnh viên Hùng Vương	3.8	http://www.bvhungvuong.vn/	https://maps.google.com/?cid=12763913019119906554	128 Hồng Bàng, phường 12, Quận 5, Hồ Chí Minh, Vietnam	128 Hồng Bàng, phường 12, Hồ Chí Minh
BV Gia Dinh	vn	Vietnam	OK	5	ChIJnS8D3TUvdTEROylFKLZe4uA	Black & Veatch, Ho Chi Minh City, Vietnam	ChIJnS8D3TUvdTEROylFKLZe4uA	10.78436	106.698231	+84 8 3914 1809	08 3914 1809	Black & Veatch	-	http://www.bv.com/	https://maps.google.com/?cid=16204618545685145915	8 Phùng Khắc Khoan Unit 203, 2nd Floor, Lafayette Building, Đa Kao, Hồ Chí Minh, Ho Chi Minh 710423, Vietnam	8 Phùng Khắc Khoan Unit 203, 2nd Floor, Lafayette Building, Hồ Chí Minh
BV Hoan My Da Nang	vn	Vietnam	OK	1	ChIJpzlfl7UZQjER7oI_cRhwcJw	Bệnh viện Hoàn Mỹ Đà Nẵng, Nguyễn Văn Linh, Da Nang, Vietnam	ChIJpzlfl7UZQjER7oI_cRhwcJw	16.0595274	108.2099505	+84 236 3650 676	0236 3650 676	Hoan My Da Nang Hospital	3.7	http://www.hoanmy.com/danang/	https://maps.google.com/?cid=11272633117589865198	Q. Thanh Khê, 161 Nguyễn Văn Linh, Thạc Gián, Q. Thanh Khê, Đà Nẵng, Vietnam	Q. Thanh Khê, 161 Nguyễn Văn Linh, Thạc Gián
BV Lao	vn	Vietnam	OK	4	ChIJ_____1PQOTERgrcpaDYIZac	Bệnh Viện Lao và Bệnh Phổi Nghệ An, Vinh, Nghe An, Vietnam	ChIJ_____1PQOTERgrcpaDYIZac	18.748664	105.6435442	+84 238 3861 586	0238 3861 586	Bệnh Viện Lao và Bệnh Phổi Nghệ An	3.5	http://www.benhvienlaona.com/	https://maps.google.com/?cid=12062056206750562178	Nghi Vạn Huyện Nghi Lộc, Nghi Vạn, Thành phố Vinh, Nghệ An, Vietnam	Nghi Vạn Huyện Nghi Lộc
BV Lao	vn	Vietnam	OK	4	ChIJfW5EPybHNTERHO0WUmW3euw	BV Lao & Bệnh phổi, Thành phố Hưng Yên, Hung Yen Province, Vietnam	ChIJfW5EPybHNTERHO0WUmW3euw	20.6681233	106.0508537	-	-	BV Lao & Bệnh phổi	4	-	https://maps.google.com/?cid=17040133785906507036	Lam Sơn, Tp. Hưng Yên, Hưng Yên, Vietnam	Thành phố Hưng Yên
BV Lao	vn	Vietnam	OK	4	ChIJrx4J7nmsNTERxC0ag6bCrt0	Bệnh viện Lão khoa Trung ương, Phương Mai, Hanoi, Vietnam	ChIJrx4J7nmsNTERxC0ag6bCrt0	21.0036934	105.8395796	+84 4 3576 4558	04 3576 4558	National Geriatric Hospital	4.4	http://benhvienlaokhoa.vn/	https://maps.google.com/?cid=15973918948749618628	1A Phương Mai, Đống Đa, Hà Nội, Vietnam	1A Phương Mai
BV Nhi Dong 1	vn	Vietnam	OK	1	ChIJ8RrVGt4udTER6IGFV0rDIAU	BV. Nhi Đồng 1, Sư Vạn Hạnh, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJ8RrVGt4udTER6IGFV0rDIAU	10.7680338	106.669407	+84 8 3927 1119	08 3927 1119	Kids Hospital	4	http://nhidong.org.vn/	https://maps.google.com/?cid=369509893507744232	341 Sư Vạn Hạnh, Phường 10, Quận 10, Hồ Chí Minh, Vietnam	341 Sư Vạn Hạnh, Phường 10, Hồ Chí Minh
BV Nhi tinh Dong Nai	vn	Vietnam	OK	1	ChIJmZcFOSDcdDERDNnJXklb-Kg	Bv nhi, Bien Hoa, Dong Nai, Vietnam	ChIJmZcFOSDcdDERDNnJXklb-Kg	10.9574128	106.8426871	+84 61 3893 563	061 3893 563	Bv nhi	-	-	https://maps.google.com/?cid=12175581963277162764	Khu đa khoa Bv nhi Đồng Nai Thành Phố Biên Hoà, phường Thống Nhất, Tp. Biên Hòa, Đồng Nai, Vietnam	Khu đa khoa Bv nhi Đồng Nai Thành Phố Biên Hoà
BV Phu San Nhi Da Nang	vn	Vietnam	OK	1	ChIJE-bR_FEXQjEREY13KceFpzI	Bệnh viện Phụ sản-Nhi Đà Nẵng, Lê Văn Hiến, Da Nang, Vietnam	ChIJE-bR_FEXQjEREY13KceFpzI	16.0230359	108.2498555	+84 236 3957 777	0236 3957 777	Da Nang Hospital for Women and Children	4	http://phusannhidanang.org.vn/	https://maps.google.com/?cid=3650033113447763217	402 Lê Văn Hiến, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam	402 Lê Văn Hiến, Khuê Mỹ
BV Quan 5	vn	Vietnam	OK	2	ChIJYfV9FvoudTER9rAk3Kk1KXo	Bệnh viện quận 5, Nguyễn Trãi, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJYfV9FvoudTER9rAk3Kk1KXo	10.7540925	106.6658055	+84 8 3855 0235	08 3855 0235	Bệnh viện quận 5	3.7	http://benhvienquan5.vn/	https://maps.google.com/?cid=8802625950331482358	642 A Nguyễn Trãi, phường 11, Quận 5, Hồ Chí Minh, Vietnam	642 A Nguyễn Trãi, phường 11, Hồ Chí Minh
BV Quan 5	vn	Vietnam	OK	2	ChIJcS-bNfAudTER-i6gyEOHIrE	BV Hùng Vương, Hồng Bàng, Ho Chi Minh City, Quận 5, Ho Chi Minh, Vietnam	ChIJcS-bNfAudTER-i6gyEOHIrE	10.7558492	106.6617526	+84 8 3864 2750	08 3864 2750	Bệnh viên Hùng Vương	3.8	http://www.bvhungvuong.vn/	https://maps.google.com/?cid=12763913019119906554	128 Hồng Bàng, phường 12, Quận 5, Hồ Chí Minh, Vietnam	128 Hồng Bàng, phường 12, Hồ Chí Minh
BV Quân y 4	vn	Vietnam	OK	1	ChIJpQb3HvLNOTERFjmrS55tI_Y	Bệnh viện Quân y 4, Lê Viết Thuật, Vinh, Nghe An, Vietnam	ChIJpQb3HvLNOTERFjmrS55tI_Y	18.695744	105.7049605	+84 238 3571 667	0238 3571 667	Bệnh viện Quân y 4	4.1	http://benhvienqy4qk4.vn/	https://maps.google.com/?cid=17736140284156918038	Lê Viết Thuật, Hưng Lộc, Tp. Vinh, Nghệ An, Vietnam	Lê Viết Thuật, Hưng Lộc, Thành phố Vinh
BV Rang Ham Mat TP	vn	Vietnam	OK	3	ChIJe1zY5xYvdTERCu7JEruNQTw	Bệnh viện Răng Hàm Mặt, Trần Hưng Đạo, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJe1zY5xYvdTERCu7JEruNQTw	10.7635346	106.6918719	+84 8 3836 0191	08 3836 0191	National Hospital of Odonto-Stomatology	4	http://www.bvranghammat.com/	https://maps.google.com/?cid=4341907350375493130	263-265 Trần Hưng Đạo, Cô Giang, Quận 1, Hồ Chí Minh, Vietnam	263-265 Trần Hưng Đạo, Cô Giang, Hồ Chí Minh
BV Rang Ham Mat TP	vn	Vietnam	OK	3	ChIJn6J_j5arNTEROr2jD0GL7X8	Bệnh viện Răng Hàm Mặt Hà Nội, Tràng Thi, Hanoi, Vietnam	ChIJn6J_j5arNTEROr2jD0GL7X8	21.0276118	105.8461073	+84 4 3826 9727	04 3826 9727	Bệnh viện Răng Hàm Mặt Hà Nội	4.1	http://ranghammat.org.vn/	https://maps.google.com/?cid=9218177123848797498	40 Tràng Thi, Hàng Bông, Hoàn Kiếm, Hà Nội, Vietnam	40 Tràng Thi, Hàng Bông
BV TW Hue	vn	Vietnam	OK	1	ChIJedctyTmhQTEREfSw9UMf2co	Bệnh viện Trung Ương Huế, Lê Lợi, Huế, Thua Thien Hue, Vietnam	ChIJedctyTmhQTEREfSw9UMf2co	16.4628348	107.5872995	+84 234 3822 325	0234 3822 325	Hue Central Hospital	4.1	http://www.bvtwhue.com.vn	https://maps.google.com/?cid=14616748442352940049	16 Lê Lợi, Vĩnh Ninh, Tp. Huế, Thừa Thiên Huế, Vietnam	16 Lê Lợi, Vĩnh Ninh, Thành phố Huế
BV Tai Mui Hong TP	vn	Vietnam	OK	3	ChIJM8ZIZnesNTER6arrqD68DeY	Ear Nose Throat Hospital, Giải Phóng, Hanoi, Vietnam	ChIJM8ZIZnesNTER6arrqD68DeY	20.9996415	105.8407295	+84 4 3868 6050	04 3868 6050	Bệnh viện Tai Mũi Họng Trung Ương	3.8	http://noh.vn/	https://maps.google.com/?cid=16577112780728675049	78 Giải Phóng, Phương Mai, Đống Đa, Hà Nội, Vietnam	78 Giải Phóng, Phương Mai
BV Tai Mui Hong TP	vn	Vietnam	OK	3	ChIJifuj1T8vdTERBohoHDXzPOI	Bệnh viện Tai Mũi Họng Sài Gòn, Trịnh Văn Cấn, Ho Chi Minh City, Ho Chi Minh, Vietnam	ChIJifuj1T8vdTERBohoHDXzPOI	10.7672849	106.6968551	+84 8 3821 3456	08 3821 3456	Bệnh viện Tai Mũi Họng Sài Gòn	3.9	http://www.taimuihongsg.com/	https://maps.google.com/?cid=16302172160609781766	1 Trịnh Văn Cấn, Cầu Ông Lãnh, Quận 1, Hồ Chí Minh, Vietnam	1 Trịnh Văn Cấn, Cầu Ông Lãnh, Hồ Chí Minh
BV Tai Mui Hong TW	vn	Vietnam	OK	1	ChIJM8ZIZnesNTER6arrqD68DeY	Bệnh viện Tai Mũi Họng Trung ương, Giải Phóng, Phương Mai, Hanoi, Vietnam	ChIJM8ZIZnesNTER6arrqD68DeY	20.9996415	105.8407295	+84 4 3868 6050	04 3868 6050	Bệnh viện Tai Mũi Họng Trung Ương	3.8	http://noh.vn/	https://maps.google.com/?cid=16577112780728675049	78 Giải Phóng, Phương Mai, Đống Đa, Hà Nội, Vietnam	78 Giải Phóng, Phương Mai
BV Thủ Thừa	vn	Vietnam	OK	2	ChIJG0IC5hUqdTERwqjF5nWnyoo	Studio Thuận, Nguyễn Ảnh Thủ, Trung Mỹ Tây, Ho Chi Minh, Vietnam	ChIJG0IC5hUqdTERwqjF5nWnyoo	10.8605234	106.6107166	+84 90 863 26 47	090 863 26 47	Studio Thuận	-	-	https://maps.google.com/?cid=10000990047354333378	367 Nguyễn Ảnh Thủ, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam	367 Nguyễn Ảnh Thủ, Trung Mỹ Tây, 12
BV Trung Tin	vn	Vietnam	OK	2	ChIJD8J3cO0ZQjERx46NjmQOF9Q	Tinh Nghệ Yên Hồng, Hồ Nguyên Trừng, Da Nang, Vietnam	ChIJD8J3cO0ZQjERx46NjmQOF9Q	16.0312706	108.2163851	-	-	Tinh Nghệ Yên Hồng	-	http://www.facebook.com/tinhbotngheyenhong/?ref=settings	https://maps.google.com/?cid=15282699685556227783	66 Hồ Nguyên Trừng, Hòa Cường Nam, Hải Châu, Đà Nẵng, Vietnam	66 Hồ Nguyên Trừng, Hòa Cường Nam
BV Trung Tin	vn	Vietnam	OK	2	ChIJs8VhxV6rNTERN_y4SA_BC7U	Công ty TNHH Tin học Tuấn Thành, Trung Hòa, Trung Hoà, Hanoi, Vietnam	ChIJs8VhxV6rNTERN_y4SA_BC7U	21.0159804	105.8004641	+84 4 3736 6768	04 3736 6768	Công ty TNHH Tin học Tuấn Thành	-	http://www.tuanthanh.com.vn/	https://maps.google.com/?cid=13045733016997526583	Số 5 Lô 12B - Khu đô thị mới Trung Yên, Trung Hòa, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam	Số 5 Lô 12B - Khu đô thị mới Trung Yên, Trung Hòa, Trung Hoà
BV Y Hoc Co Truyen Bo Cong An	vn	Vietnam	OK	1	ChIJtYAvyLasNTERsqqFdU0ZCMA	Bệnh Viện Y Học Cổ Truyền Bộ Công An, Lương Thế Vinh, Trung Văn, Hanoi, Vietnam	ChIJtYAvyLasNTERsqqFdU0ZCMA	20.9961242	105.7893568	+84 692345247	692345247	Bệnh Viện Y Học Cổ Truyền Bộ Công An	4.2	http://www.benhvienyhctbca.vn/	https://maps.google.com/?cid=13837337675570719410	278, Lương Thế Vinh, Trung Văn, Từ Liêm, Hà Nội, Vietnam	278, Lương Thế Vinh, Trung Văn
Bach Mai 2	vn	Vietnam	OK	5	ChIJ8-z8KnOsNTERCMKHX9AKRQQ	Tiệm Giặt Là 24/7, Hồng Mai, Bạch Mai, Hanoi, Vietnam	ChIJ8-z8KnOsNTERCMKHX9AKRQQ	20.99875	105.8523702	+84 91 589 89 77	091 589 89 77	Tiệm Giặt Là 24/7	-	-	https://maps.google.com/?cid=307664039616954888	114 Hồng Mai, Bạch Mai, Hai Bà Trưng, Hà Nội, Vietnam	114 Hồng Mai, Bạch Mai
Bach Mai 2	vn	Vietnam	OK	5	ChIJN23IHHOsNTER5bbNbEqS2jM	A25 Hotel - Bach Mai, Bạch Mai, Hanoi, Vietnam	ChIJN23IHHOsNTER5bbNbEqS2jM	20.9990425	105.8503561	+84 4 3622 5554	04 3622 5554	A25 Hotel - Bach Mai	-	http://a25hotel.com/chi-tiet-phong/a25-hotel-221-bach-mai-khach-san-quan-hai-ba-trung-ha-noi	https://maps.google.com/?cid=3736459689207903973	221 Bạch Mai, Hai Bà Trưng, Hà Nội, Vietnam	221 Bạch Mai
Bach Mai 2	vn	Vietnam	OK	5	ChIJXWo4b3OsNTER9a7M2cCC1Vw	Khách sạn A25 Bạch Mai, Bạch Mai, Hanoi, Vietnam	ChIJXWo4b3OsNTER9a7M2cCC1Vw	21.000828	105.850628	+84 4 3622 5554	04 3622 5554	Khách sạn A25 Bạch Mai	3	http://a25hotel.com/chi-tiet-phong/a25-hotel-221-bach-mai-khach-san-quan-hai-ba-trung-ha-noi	https://maps.google.com/?cid=6689396586328141557	221 Bạch Mai, Hai Bà Trưng, Bạch Mai, Hà Nội, 100000, Vietnam	221 Bạch Mai, Hai Bà Trưng
Bach Mai 2	vn	Vietnam	OK	5	ChIJuf-bmXSsNTERafqb3Rshc9I	Nhà thuốc 292 Bạch Mai (Trường Xuân), Bạch Mai, Hanoi, Vietnam	ChIJuf-bmXSsNTERafqb3Rshc9I	21.0021918	105.8507476	+84 4 6686 4666	04 6686 4666	Nhà thuốc Trường Xuân	-	-	https://maps.google.com/?cid=15164500773852412521	292 Bạch Mai, Hai Bà Trưng, Hà Nội, Vietnam	292 Bạch Mai
Bach Mai 2	vn	Vietnam	OK	5	ChIJx2PZ6nSsNTERMKw67yqGe5k	F5 Mobile - 252 Bạch Mai, Bạch Mai, Hanoi, Vietnam	ChIJx2PZ6nSsNTERMKw67yqGe5k	21.0031329	105.850886	+84 123 543 5555	0123 543 5555	F5 Mobile - 252 Bạch Mai	5	https://f5mobile.vn/	https://maps.google.com/?cid=11059580828898733104	252 Bạch Mai, Hai Bà Trưng, Hà Nội, Vietnam	252 Bạch Mai
Ban Chang Hospital	th	Thailand	OK	1	ChIJ3e51gEbyAjERnc1axbbfFzU	Ban Chang Hospital Sam Nak Thon Rayong Thailand	ChIJ3e51gEbyAjERnc1axbbfFzU	12.725929	101.043315	+66 38 603 838	038 603 838	Ban Chang Hospital	3.8	http://banchanghospital.net/hospital/index.php?page=history	https://maps.google.com/?cid=3825772384562630045	Ban44 Chang District, ตำบล สำนักท้อน อำเภอ บ้านฉาง ระยอง 21130, Thailand	Ban44 Chang District, ตำบล สำนักท้อน, อำเภอ บ้านฉาง
Ban Kruad	th	Thailand	OK	5	ChIJB8jcYGY8GjER7sFhORCEuOM	Ban Kruat Post Office Ban Kruat Buri Ram Thailand	ChIJB8jcYGY8GjER7sFhORCEuOM	14.4210036	103.100572	-	-	Ban Kruat Post Office	-	-	https://maps.google.com/?cid=16409010447541453294	Ban Kruat, Ban Kruat District, Buri Ram 31180, Thailand	Ban Kruat District
Ban Kruad	th	Thailand	OK	5	ChIJKcWST5U-GjERt6V5gbHjfVU	Ban Kruat District District Agricultural Extension Office Prasat Buri Ram Thailand	ChIJKcWST5U-GjERt6V5gbHjfVU	14.361854	103.105659	+66 44 679 084	044 679 084	Ban Kruat District District Agricultural Extension Office	-	-	https://maps.google.com/?cid=6160330216833656247	Ban Kruat District District Agricultural Extension Office, Malikrong Road, Tambon Prasat, Amphoe Ban Kruat, Buri Ram, 31180, ตำบล ปราสาท อำเภอ บ้านกรวด บุรีรัมย์ 31180, Thailand	Ban Kruat District District Agricultural Extension Office, Malikrong Road, Tambon Prasat, Amphoe Ban Kruat, Buri Ram, 31180
Ban Kruad	th	Thailand	OK	5	ChIJaYL63Wg8GjERdJpju32_nMI	Ban Kruat Garden Resort Prasat Buri Ram Thailand	ChIJaYL63Wg8GjERdJpju32_nMI	14.4160445	103.1004862	+66 44 679 263	044 679 263	Ban Kruat Garden Resort	2.8	http://www.ban-kruat-garden-resort.com/	https://maps.google.com/?cid=14023293886460566132	Prasat, Ban Kruat District, Buri Ram 31180, Thailand	Ban Kruat District
Ban Kruad	th	Thailand	OK	5	ChIJr-Hunxg8GjER3A6SQysQRto	Ban Kruat Thailand Post Office Prasat Buri Ram Thailand	ChIJr-Hunxg8GjER3A6SQysQRto	14.3912311	103.1047881	+66 44 679 112	044 679 112	Ban Kruat Thailand Post Office	-	-	https://maps.google.com/?cid=15728276526641319644	160 Moo 4, Tambon Prasat, Amphoe Ban Kruat, Buri Ram, 31180, ตำบล ปราสาท อำเภอ บ้านกรวด บุรีรัมย์ 31180, Thailand	160 Moo 4, Tambon Prasat, Amphoe Ban Kruat, Buri Ram, 31180
Ban Thi Hospital	th	Thailand	OK	1	ChIJube6O78r2jARLlrCrQm4lT4	Ban Thi Hospital Ban Thi Lamphun Thailand	ChIJube6O78r2jARLlrCrQm4lT4	18.6551113	99.1272341	+66 53 501 703	053 501 703	Ban Thi Hospital	4.8	http://www.banthihospital.org/	https://maps.google.com/?cid=4509712953590831662	265 หมู่ 6 Tambon Ban Thi, Amphoe Ban Thi, Chang Wat Lamphun 51180, Thailand	265 หมู่ 6, Ban Thi, Ban Thi District
BanMuang	th	Thailand	OK	2	ChIJW3U-4Z5MOzER4AssjjDI_Qg	Ban Muang Hospital Muang Sakon Nakhon Thailand	ChIJW3U-4Z5MOzER4AssjjDI_Qg	17.849706	103.56994	+66 42 794 077	042 794 077	Ban Muang Hospital	2.7	http://www.bmhos.com/	https://maps.google.com/?cid=647894032280456160	หมู่ 2 299 ถนนคำตากล้า-บ้านดุง Tambon Muang, Amphoe Ban Muang, Chang Wat Sakon Nakhon 47140, Thailand	หมู่ 2, 299 ถนนคำตากล้า-บ้านดุง, Ban Muang District
Bandan	th	Thailand	OK	5	ChIJQT2KZzwBUzARGZcMZ3BPxuY	Bandanjai Beauty Salon Shop Khlang Nakhon Si Thammarat Thailand	ChIJQT2KZzwBUzARGZcMZ3BPxuY	8.427168	99.961072	+66 75 310 579	075 310 579	Bandanjai Beauty Salon Shop	-	-	https://maps.google.com/?cid=16629066018295944985	142, Sithammaraj Road, Tambon Nai Mueang, Amphoe Mueang, Nakhon Si Thammarat, 80000, ตำบล คลัง อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000, Thailand	142, Sithammaraj Road, Tambon Nai Mueang, Amphoe Mueang, Nakhon Si Thammarat, 80000
Bandan	th	Thailand	OK	5	ChIJV4dYXgBf3jARmV6pul1IYy8	BANDAN RESORT Ban Dan Sukhothai Thailand	ChIJV4dYXgBf3jARmV6pul1IYy8	17.018647	99.591165	+66 62 280 4573	062 280 4573	BANDAN RESORT	5	-	https://maps.google.com/?cid=3414652509877788313	59/1 หมู่ 2 บ้านด่าน บ้านด่านลานหอย สุโขทัย 64140, Thailand	59/1 หมู่ 2 บ้านด่าน บ้านด่านลานหอย
Bandan	th	Thailand	OK	5	ChIJYQ5pkiKZ4jARVkAlwAGxE0M	Bandan Chok Electric Co., Ltd. Pom Prap Sattru Phai Thailand	ChIJYQ5pkiKZ4jARVkAlwAGxE0M	13.7458898	100.5064108	+66 2 221 0689	02 221 0689	Suwit Electric 1999 Company Limited	-	-	https://maps.google.com/?cid=4833401446175424598	Pom Prap Sattru Phai, Bangkok, จังหวัด กรุงเทพมหานคร 10100, Thailand	Pom Prap Sattru Phai
Bangbo	th	Thailand	OK	5	ChIJGb3e0H1DHTERrfbV90-VZu8	Bangbor Motor Co Ltd Bang Bo Samut Prakan Thailand	ChIJGb3e0H1DHTERrfbV90-VZu8	13.5865513	100.839079	+66 2 338 1013	02 338 1013	Bangbor Motor Co Ltd	4.5	-	https://maps.google.com/?cid=17250639593382213293	168/9 Gp 4, Bangna-Trad Road, Tambon Bang Bhor, Amphoe Bang Bhor, Samut Prakarn, 10560, ตำบล บางบ่อ อำเภอ บางบ่อ สมุทรปราการ 10560, Thailand	168/9 Gp 4, Bangna-Trad Road, Tambon Bang Bhor, Amphoe Bang Bhor, Samut Prakarn, 10560
